name,ratings,date,helpful,comment
小鬼,5,2020年2月19日,0,好戲不錯過
張媽媽,1,2020年2月22日,0,\很好回想小畤候的生活
芳羽林,4,2018年11月21日,3,看一部影片，沒有看很久後，就進入廣告，廣告還要等很久，為什麼要合併，分開來不是很好嗎？而且廣告還要等，然後不到幾分鐘後，又要廣告了。
chen birdy,1,2019年1月27日,12,"為了看知否買VIP,108/1/24貴平台表示因進度超前停播3天(少4集），結果讓vip會員跟一般人一樣進度，推說版權方要求，但知否的播放日程表開播前就公告了，表示貴單位未與版權方溝通好，誤導vip 會員有能先觀看的權利。"
lin jojo,1,2019年9月23日,27,"20190923, 0918 使用 app 內 問題中心 回報 , 還是一樣 沒人 搭理 . 20190913, 7月 、 8月 看劇 line point 蠻多人 沒拿到點數 。。。 原來 不只我 一人 如此 。。。 沒來 此處， 不知道 很多人 也是 如此 。"
Google 使用者,5,2019年2月16日,10,更新成現在這樣很好，按暫停的時候出現的廣告可打叉，還有不常出現廣告了，希望可以改成像剛出來那樣播放是否要全瑩幕讓使用者自己決定，還有可以把喜歡看的集數收藏的功能，希望可以一直好下去。
Google 使用者,1,2018年11月27日,0,希望恢復之前的版本，現在的影片要跑很久特別是廣告，重點廣告跑完了影片出不來!!也無法像之前一樣很方便的調音量及亮度，畫質也不好，等很久看不見影片就關了不用
小龍包,5,2019年4月8日,1,一打開就有一大堆韓、陸劇，而且都很好看，我很喜歡追劇，有些劇可能沒在電視上看到，所以我覺得下載LlNE TV是值得的，要繼續保持、更新！
Wu渡,5,2019年8月5日,22,很多很棒的戲劇 使用上也很方便 不像以前用的愛xx 要看什麼片沒什麼片 越更新越爛 燒了我不少錢 超坑 而line tv有許多好看的所有不同戲劇電影 也不會有被強行購買會員的感覺 很棒 看劇就算到看到一個階段有廣告也不覺得煩人 很人性化 大推 重點是還有許願池喔 這設計太棒了
Xiangqi Huang,1,2019年8月8日,26,廣告多到誇張，功能也很爛，快轉2倍跟本就是壞掉的，想要拉時間軸，就會直接暫停，只要碰到螢幕任何一角都會暫停，廣告時間長到扯，30秒完還可以繼續播第二則廣告，就要一直自己去按略過
謝金線,1,2019年10月5日,25,影片跳廣告出來分2種：1.可以略過廣告的那種按略過廣告還會繼續跑 2.直接跑出來按x那種或ubereat播5秒可以按x那種，每次按x後直接停在那，按播放鍵沒用、按空白處沒用、時間往前後拉沒用，靠廣告收益沒關係但請處理這個bug
孫清錦,5,2020年5月21日,0,九“十年：：：““九：：：：被“ “一：一：“乙“ 一：一“0“一“：lm 0
koiko lin,3,2019年2月24日,3,最近(2019.2)很容易卡在進入頁，完全當機在這邊，到底還想不想讓人用這個app呀？ 不能直接從觀看記錄，接看下一集，這有點瑕疵！其他目前使用上還可以。
廖怡雯,5,2019年2月9日,0,讚~追劇方便，雖然有廣告不過剛好可以讓眼睛休息一下！！！免費看~讚！如果不想有廣告可以升級會員~合理！使用者付費合情合理！不然人家公司賺什麼~
ROU-AN CHEN,1,2019年2月11日,5,過程中出現影片廣告很正常，但是一直冒出靜態要按叉叉的廣告，按完叉叉後回到正在觀看的影片一瞬間又跳出廣告，就這樣循環5-7次，是能夠改善一下嗎？這種循環靜態的廣告有點太頻繁了。
郭芷頤,4,2019年5月22日,44,之前追劇的時候都還蠻順暢的(有廣告除外)，近來看到中途都會一直轉圈圈需要等待(每看一次都會發生)，可否改善...每次都要按退出再進去看，這動作做久了真的會煩...
aaron lu,1,2019年12月14日,2,平板下載line tv 使用line帳號登入，到程式授權畫面後又跑回帳號密碼登入畫面了 這種無窮迴圈是設計出來整人的嗎？ 請修好好嗎？ 不然就排除平板下載吧 爛東西。
Hoen Huang,1,2019年2月18日,0,"抓到了，就是這app 導致 開機超過20分鐘以上，進入 android 正在最佳化應用程式 一直跑，開不了機。只能 boot recovery, 試了兩次，就是這app. 安裝者請小心。 一但關機重開就又 gg了。"
Wei Jung Tsao,1,2018年12月28日,0,只是想每天看大英、空英，但是新版廣告不斷，畫質也不能選，之前快轉會有小畫面顯示，新版什麼都沒有，只有廣告放好放滿，連一星都不想給，以前的LINE TV好用太多了。
607211,1,2019年10月18日,10,廣告會不會太多？我到底是點進來看影片還是看廣告的？一個兩個就算了，我甚至一個看完還沒兩分鐘又一個新的廣告，火都上來。需要廣告收益可以理解，但也適可而止吧
劉祈盛,1,2020年1月5日,4,活動點數發放不確實，申訴也沒用，毫無誠信，大家最好別買VIP，以免花錢還被這個垃圾APP弄得一肚子氣!!!!
WI KI,1,2019年12月31日,4,看了想見你 連續兩集都是看完紀錄卻歸零 浪費我時間 經常看完紀錄消失 給點還有少給的 要辦行銷活動就不要不乾脆 其他行銷都是即時入點 過一兩個月才給點 還常常少給真的是負面行銷
Crystal Tsai,4,2020年1月4日,3,大部分都很順暢，偶爾有看完一整集卻又跑回最前頭重新播放的問題，希望能儘早改善，謝謝!
許文華,1,2018年11月22日,0,整個更新爛透了！都登入成功了，個人資訊確沒有登入，廣告一堆就算了！還卡住連影片都看不了。有廣告還可諒解，但一直無法正常登入無法正常觀看影片，真的爛透了。
溫執侑,1,2019年5月30日,4,在 Android 9 的裝置上無法運作，非常非常的卡，新裝這個 app，打開後每個動作都要耗時將近 30 秒，清掉快取、重裝後都是如此，索性移除不用了。家人 Android 8 的裝置可正常使用。
Loise Chen,1,2018年11月20日,84,原本就是因為沒廣告才選擇line tv，雖然片子真的很少，也因此把其他APP刪除，今天轉換新的APP，整天下來只有一次能看，有廣告就算了，還一直沒辦法登入，我想應該要刪除了！
• ka Js,5,2019年3月11日,2,很好用的看片app ，完全免費，很多熱門都有。動漫，電影，連續劇，綜藝節目，很多都有=）。不過希望許願真的能發揮作用，希望不是只是設給觀眾心安的而已：），目前還沒看到我許願過的出現。
李鈺津,2,2018年11月24日,5,◆ 如需取消續訂，請在當前訂閱到期日24小時前，手動在Google Play設置管理中關閉自動續訂功能，並可使用至該訂閱期間結束。  照上面的方式找尋根本找不到取消續訂 真的很麻煩!! 到底是要怎麼辦拉
Karry M,5,2019年9月15日,24,我可以接受有廣告，但這幾天跳蚤本鋪的廣告實在是煩死人了，難道就沒其他廣告了嗎？而且聲音還比影片本身大很多，真的很吵，對這廣告極度反感，不確定這是否是本 App 可控制的，期望能改善
Mo Wei,1,2019年10月13日,10,爛到不行 中國的app更新速度比這個快 這的影片都是舊片 新片人家都出了十部這裡最多3部 而且放的新劇都跟不上現在大家想追的 都放一些大家不想看的新劇 根本就是一些無聊的爛新片🙄 好比德魯納酒店別的app都有就這個沒有 反應好幾次也都沒放沒改進 只會官方回答以幫您回報了 回報有屁用？都沒在處理 沒誠意經營就快點收起來
姜欣汝,4,2019年12月10日,0,很好用的程式，只不過廣告太多，不太容易操作。有時退出之後再想看同劇的下一集卻沒有紀錄
芊芊,3,2020年1月22日,1,舊的比較好用，廣告多很煩，而且比舊的不方便，應該不會有恐怖限制級的影片吧！
洛語,1,2019年2月1日,39,我打開後我的收藏全不見了，連續劇只剩下7個，然後其他什麼都沒有了，字也全都是英文，要設定語言只有三個選項就是沒有中文，然後也只剩短片能看，明明就有更新了，真的不知道在幹嘛欸
陳姿華,3,2020年2月14日,0,有很多不同的影片，但安裝後是免費觀看，還是要付費的？？？？
Angel Liu,5,2020年3月5日,0,很棒追劇工具
陳伊恩,1,2019年12月29日,1,用電腦版看品質不好，看影片超級頓，反應多次都是同樣的官方回答，二個禮拜過去了，沒有感受到改善，官方也似乎沒有重視問題的感覺
秀玲,1,2019年10月22日,7,VIP免費試用7天免費，但軟體安裝在機上盒一直閃退，本來想繼續續約都無法購買下去，請先改善品質吧！目前影片看起來比愛奇藝多，但穩定性真的需要加強。
艾瑞克喬許,1,2018年11月28日,11,會不會太爛啦，看劇中為什麼關掉螢幕後，裡頭的廣告還會繼續播放，並不會因為關閉了而停止播放，就連跳出程式也會這樣，這是什麼白痴設計啊！！！！
蠢君,3,2019年11月16日,3,還不錯，就是廣告，還有有些動漫沒有 也不知道許願的影片會不會有加入 會是只是騙我們會加到幌子而已 希望動漫多一點 有點舊的著名片也沒有 能夠多放進多一點比較好!!!!
邱宏政,1,2020年3月2日,0,最近有幾次看完影片紀錄沒有出現，我每次都要看二次，為什麼現在都一直紀錄出問題，到底有沒有影響我點數沒入點
陳振遠,1,2020年5月13日,0,爛，手機傳個方向出現廣告，按個放大也廣告。
飛飛,1,2019年5月25日,0,我連一顆星都不想給當死了到底我要看啥我知道了你要叫我看空白的是嗎？我從100%等到70%我等了將近半小時我的想你是要吃我的電還是讓我們看啊！我不懂請改一下！
衛癿,1,2019年9月30日,85,不小心按到就付費下去了，還不能取消會員跟退款，聯繫客服好幾次都是鬼打牆的“我們沒有退費機制”還有自動訂閱你還要主動取消才能不自動扣款，你們是土匪嗎？還是根本沒人要買會員用這種方式騙錢？
邱紫軒,5,2020年3月4日,0,是繁體字讚
田芳昕,2,2020年4月22日,0,希望能夠有為小孩子設定，設定可以看合適的影片的功能。
艾蜜莉,1,2018年12月1日,7,以前完全不會有卡死的畫面出現，現在廣告一堆，綠圈圈一直轉，是要我們下載這個來看廣告的？以前還可以選擇高畫素，現在畫素整個超模糊，還不如恢復以前。
布妮,1,2019年3月4日,0,我已經沒下載也沒在用了，會員也改為一般會員了，為什麼我的帳單都多了四百多元？我沒在續約了為什麼還要多繳錢？可以回覆我嗎！
李元勝,5,2019年7月4日,1,魚類似乎然後來居上，，，，，，，，我的讓拉我的讓拉我要求婚禮拜六月雪梨山區域性感覺到底下人員工作者別人員工作者別人民日報報導說是否認識論文化村長達成功者的確實在是誰？我的讓拉我要求救援王朝野心情緒言詞條款款式子孫子彈頭痛心疾首我的讓拉我要忘了，，，
紫水晶,4,2019年12月19日,2,很不錯的軟體，現在都用這個追劇，希望能引進更多好看的劇，還有動漫
陳佑佺,5,2019年12月20日,1,整體來說的話都行，只是還要加VIP會員（使用者付費是沒錯）………………。
黃柳丁,1,2018年11月21日,2,原本不用付費的APP，變成要付費的APP，還要VIP，才能抽獎是怎樣，沒錢買VIP的不就不能抽，現在改成這樣爛死了，還有廣告一堆是怎樣啊，麻煩分開好嗎？廣告一大堆這樣叫人怎麼看劇啊~
盧巧妍,5,2019年12月11日,0,確認過眼神，我覺得可以，免費抽iPhone 11 pro，專業藥師強力推薦到wait➌。CóM隨時閃出女神光 桃花自然降臨妳身上 就靠燕窩胜肽賦活飲 加持妳的桃花運 月老特別加持戀愛好氣色配方 好極緻 Ø 金絲燕窩天山雪蓮 好Q彈 Ø 膠原蛋白 好水嫩 Ø 蠶絲蛋白 玻尿酸 神經醯胺 好氣色 Ø 雨生紅球藻 櫻花萃取物 好亮顏 Ø 維生素C 維生素E 替妳守護年輕界線，維持Q彈澎潤 讓妳桃花顏更升級、邂逅心動戀情 #好氣色 #水潤保濕 #戀愛神助攻 #戀愛運飆升 #燕窩胜肽賦活飲
Walter Bishop,1,2020年2月3日,1,影片中進廣告後無法繼續播放，是強迫付費的手段嗎？賺你廣告錢還強制消費是吧？
楊棒棒,1,2018年11月28日,0,這個改版應該得不到任何一顆星才對 你們確定這樣的改版是提供了更好的服務？ 不好意思，我不懂這樣的方式有什麼好，所以我只好選擇刪除這個APP了.
吳聲寶,1,2019年7月3日,63,爛，Line TV曾幾何時變成政治的打手了，5分鐘播一次競選廣告是哪招啊！靠！怒刪這個APP，此APP本是好消磨時間的程式，結果越來越糟糕，還是改用大陸的愛奇異，比較不會有該死的競選廣告
邱于芳,2,2019年7月9日,156,昨天看LINE TV時都很正常，今天更新後，只剩下背景音樂，看連續劇沒有角色的台詞聲音，連廣告也沒有人的聲音，重新下載和開啟APP都沒有用，甚至重新開機也沒有恢復，請確認後，再回覆
Chia-Lin Lee,3,2019年8月9日,137,手機使用oppo r15在觀看相關影集的一些花絮影片，它會影片畫面整個放大，我用手機縮放沒有辦法把影片拉回來，原本劇情影集就不會放大，還沒更新之前都還可以，更新之後就沒辦法完整畫面觀看，在這邊回覆使用體驗。
林語庭,1,2019年11月21日,25,觀看記錄整個大錯亂，有些劇連點都沒點開過，竟然顯示在觀看記錄？？上面還寫我看到第二集的13分59秒？？？整個問號欸，而且刪掉之後又出現其他的，麻煩盡快修復好嗎
欣兒-ARMY,5,2019年12月18日,13,真的很好，有許多選擇！！普通會員解放觀看的時間也不會太長，不會讓人等不了！！！😲
xlt wu,1,2019年12月20日,1,超級過份，強迫市調，不想還無法退出，只能直接將程式強制停止，已經是流氓程式。
張Evan,5,2019年5月3日,1,為什麼我是VIP，但是跟撥的我卻不能看！ 明明是晚上9點更新，現在都快凌晨1點，我一樣不能看！別人的VIP都看完了！
張培釧,2,2019年12月30日,1,為何常常看完整集，系統說我沒看，這是怎麼回事？
李佳美,1,2020年1月3日,1,這二天看影片為什麼老播一點就自己暫停多次，真難用，不能一直看完整集，不只我這樣子，很多個人都這樣
Seven Seven,1,2019年4月4日,20,一開始感覺很好，覺得很方便，但最近只有聲音畫面一片黑是怎樣，星期四下午三點打去客服跟我說過了客服時間，官網上寫的客服時間是假的嗎？花錢買氣受
孤單小貓,4,2019年3月24日,0,沒有繼承者們、原來是美男……這些也是以前熱播的，希望能上架！另外希望能用搜尋明星名字來找劇會比較方便，或是在站內分類。
Minju Ho,2,2019年12月15日,1,現在都9102年了，畫質還只限制在480p，最少也要720吧......其他廣告多也就算了
啊玥,1,2019年10月5日,15,超級爛千萬別下載 硬要人看廣告，看完了， 影片也當機不給你看，不加入VIP就不給你看，如此爛的APP果斷刪除 千萬不要下載除非你想花錢VIP否則你一定會後悔的！
bla bla,3,2019年11月8日,12,強制更新完， 對我而言是弊大於利，現在每個平台幾乎都充滿無理的廣告，使用者無法舒適的體驗，希望能把重點放在正確的方向！加油！
專精打野的男人,1,2019年3月1日,4,想查的都查不到，已經出了一段時間還查不到？為什麼新劇那麼快就有，以前的都沒有？拜託還沒做完善就不要把這軟體讓我們使用
Google 使用者,2,2018年11月27日,97,之前的LINE TV好用的原因是廣告不多也是我選擇的原因但現在跟Choco TV根本沒兩樣廣告多，還分VIP 一模一樣，希望恢復以前的樣子，以前的真的很好用，而且看得劇也很多，謝謝
賴珮瑶,5,2020年3月5日,1,很棒 畫質很好
s Goldennes,3,2019年8月20日,0,普通會員在有些地方有時間限制，例如：12/22才能觀看。但是12/22真的到了的時候，程式又不給看，希望改進
Lin fong,4,2019年6月21日,7,如果能將搜尋做分類的話會更好，比如搜尋《動漫》顯示所有的動漫片，搜尋《韓劇》顯示所有的韓劇，有時想看更多的動漫，但不知道有什麼新舊動漫，更何況要知道劇名。
劉瑞秋,2,2019年7月6日,4,廣告太多了><‖才剛廣告完，才看10秒劇裡的廣告又出現，到底是要看劇還是看廣告呢？（重要的是希望不要有政治立場的廣告拜託🙏）
Chen Minnn,1,2018年12月1日,11,影片看完廣告還影像出不來，到底要轉多久的圈圈阿？爛死了，更新前是沒測試過是不是？拼命塞廣告死要錢，阿看完廣告了還不給看影片，到底想怎樣！爛公司爛軟體
charlie yu,1,2020年5月30日,0,取消訂閱的方式很麻煩 而且月租還會自動扣款😐 真的是很騙錢的程式 差評
Sunny Wang,1,2018年12月5日,3,還沒合併以前的line tv好用非常多，重要的是不會看到一半跳出廣告，現在的line tv廣告多到讓我不太想再使用這個app了，希望能夠改善！！謝謝
Google 使用者,1,2019年1月12日,1,進入廣告時，不是時間不動，就是影片不播，不然就是3秒有變回12秒，這樣你叫我要花費多少時間在廣告上。
Chen A,1,2018年10月24日,2,所以必須註冊會員， 才會有觀看紀錄嘍！ 愛奇藝就不需註冊會員， 就會自動儲存觀看紀錄！ 而且廣告只有片頭前面， 影片中間無斷片廣告！
子堯,1,2019年11月17日,3,"特定類型廣告播完後,跳回影片就卡住,要退回影片清單在播一次,一整個影片又有很多會卡住的廣告,重點是,回清單在播,還是有可能會卡住,請問卡成這樣,誰要用呢!"
J Lidyye,1,2019年11月26日,6,app很奇怪耶！？ 按了觀看老是跳到商店頁面是怎樣？？！ 不想讓人好好看嗎？ 就已經是最新版本的了，還一直跳......
As Ritaccc,1,2019年1月18日,10,填問卷抽獎結果一天打好幾通保險跟有的沒的，太誇張了吧，明明就勾選不需要沒興趣了，打著抽獎的招牌，資料外流一直打電話騷擾煩死了，爛死了爛死了
M君,5,2019年4月7日,0,很有誠意的app，對於未付費的一般會員，也給予很好的服務，真的很棒！這是比較過其他影音平台後的真心話！
張月美,1,2019年10月24日,5,希望能夠改善看影片的品質，因為會幾乎每一集都會常常看不到一分鐘就暫停，然後再開始播放，這個真的會讓人生氣
梁慈筠,2,2019年3月25日,0,跳看就當掉了，例如沒聽清楚往回就一直停在那裡，用4G網路也這樣，馬上去youtube看影片都很順，所以我覺得不是網路速度的問題
邱瑞茗,2,2019年1月24日,1,拜託請恢復成原本的樣子吧 看個劇沒幾分鐘就一直廣告 跳出來一直顯示處理中是怎樣 我搞不懂為何要合併有的沒有的 工作人員吃飽太閒撐著是嗎？胡搞瞎搞
YiMing Hsu,1,2020年4月18日,5,廣告中斷觀看，體驗超差，強迫更新，還有全畫面廣告
邱婉榆,1,2019年9月2日,11,劇少又不好使用，還有根本無法找到當初訂購的網頁，找遍所有使用的手機平板皆不是，只能強迫換卡才可退訂，有點詐騙集團感覺……也沒有任何客服單位可直接處理，真心不建議使用
帥帥萌,1,2019年9月26日,0,一直廣告一直廣告一直廣告...未免也太多了...不是介意有廣告....重點是很長，不能播幾秒就手動跳過嗎？有的30幾秒才能手動跳過，寧願到momovod那邊看沒廣告的..
Google 使用者,1,2019年2月23日,0,程式(範本)大煩多，不太能理解、無從下指寫啊！很想退掉(手機)這款規定，不要(後面)手機费用，對我太浪費金錢上多花一筆费用啊！……。
韓泠,1,2018年12月1日,3,搞什麼呀！ 更新完，片子什麼的都不能看！ 看圈圈就飽了！ 廣告倒是跑的很順呢！ 還我ChoCo！！！！
Hsiang X.,4,2019年6月2日,98,每看完一集不能自動播放下一集很麻煩，而且之前的版本中間有個大的播放/暫停鍵比較方便，現在和Choco合併，一安就暫停，都會不小心按到廣告
紀心怡Cynthia,1,2018年11月20日,60,合併要賺錢合理，但是會不會太誇張了。過一夜，原本的觀看紀錄都不見了😤😤😤，如果有電腦版，我願意付費，但是用手機看是不是要我瞎掉眼睛
郭小雀,1,2018年12月19日,31,"考慮刪掉APP 能免費收看影片是很感謝~ 但是一開始就30秒廣告,大約10分鐘又廣告15~30秒,每次往前快轉影片又要看一次10幾20秒的影片~是不是太拼命廣告了！！"
幽冥鬼魂,5,2019年7月2日,2,真的很棒！！👍有開放沒有VIP的會員觀看，雖然要過一段時間才慢慢開放，但至少比其它的app好多了，其它的app很多要VIP才能看，而且是永不開放的那種...
Yvonne Wu,1,2019年7月6日,6,看個劇，每五分鐘一次政治廣告，感覺極度討厭，整個看劇的心情都沒有了，爛透了，怒。。。
Yuhao Chen,2,2019年10月11日,7,有沒有這麼缺廣告錢。 能理解需要這樣才有營利，但是第一個廣告出來 只不過快轉一下 馬上就下一個廣告。而且強制播完，這麼想讓人付錢嗎？？
Chin Lin,1,2019年10月17日,9,非vip有廣告很合理，但一些靜態網頁式廣告彈出後，會造成系統卡住，app強制結束，甚至當機，根本是整人。 (影片廣告就不會發生問題)
夏晞.,1,2019年10月17日,14,"App不能看 我重新開機 關機 更新 清除資料 重新下載 完全不能看 螢幕跑完之後 就顯示 ><謝謝你來 ,但版權限制/所有地區不支援 請問我該怎麼辦? 我男友的 可用電腦與手機看目前沒問題"
Henry Huang,2,2020年1月24日,1,廣告會整個停住，為什麼不像一般廣告播完就繼續主片，真的完全是業主心態，完全不站在客戶方思考的企業文化
張鈺晨,5,2020年1月27日,0,超棒♥️♥️♥️
張庭瑜,1,2020年2月16日,0,沒有辦法搜尋影片 打關鍵字搜尋就出現“糟糕！無法獲取影片”這什麼意思== 升級VIP還不能查詢 …
Google 使用者,3,2018年11月30日,57,繼續觀看未觀賞完的影片 進去之後時常在觀看廣告後螢幕陷入黑畫面並有綠色圈圈讀取中同時也顯示著廣告 但是這個畫面通常持續一分鐘甚至更久 導致無法觀賞影片 再一次進入程式依舊是同樣情形和無法觀看 一直讀取不出來
Natasha J,1,2018年11月30日,0,換這個版本後廣告多就算了，影片一直整理中一直整理中，很常出現這種狀況！看個片子等超久！這樣的品質怎麼會想花錢加VIP？
戴美玉,2,2019年6月9日,0,我還是不曉得是否有取消了會員，要如何查詢，因為沒有好看的節目，已經連續扣款3個月，想要取消扣款
金魚,1,2019年8月25日,14,什麼觀看5分鍾拿3點，都參加幾次了，沒一次拿到，都過一個月也沒拿到，之前參加的都沒拿到，還有任選3個影片觀看5分的也都沒拿到，騙很大
YUNYI CHEN,1,2019年12月15日,0,廣告一堆就算了，畫質好一點的還要付錢，都已經看廣告了還有這種限制，什麼爛操作
MsKelin,1,2018年11月22日,1,改版後的操作超爛、廣告爆多，愈改愈差的爛APP。而且，新舊二個APP還並存，既然舊的APP已沒影片可觀賞，新的又爛的可以，全部移除算了。
Xin Yu Lee,3,2019年4月7日,7,廣告太多了吧！🙄以前為改版沒有廣告，現在同一個廣告一直出現嚴重影響看的心情。。。。
Eleanor Wang,5,2019年4月16日,17,雖然有廣告，但是可以看到很多最新的戲劇，真是太好了！希望可以再多引進一些不同的日劇！很多最新線上的日劇也好想看啊！
廖珮妤,1,2019年7月8日,5,廣告也太多了吧！😠政治是關我們什麼事，每看個幾分鐘就廣告一下==一個看劇的好心情都被這些政治廣告弄的一切都不美好了
林佳宜,1,2019年10月11日,7,這幾天一直在轉圈，好不容易開始播放了，遇到廣告又整個卡住無法按播放鍵，一直來回好幾次，怒到關掉，爛死了，這種品質還要人升級VIP？！
jiarou L,2,2019年6月28日,0,可以把手滑螢幕往前或往後的靈敏度調低一點嗎？我只是稍微動一下就往後不知道到哪了，往前又太前面，之前明明不會這樣
大東,3,2020年1月6日,0,明明說免費的，但是後面都要VIP，不過她確實有很多風格的劇可以看，
曾俊翰,1,2020年1月5日,1,動漫斷更也不說 版權到期之前也沒有先提醒 我是不知道你們怎麼看待追動漫的用戶喇 我只知道這東西有夠爛
劉人漢,3,2019年1月9日,1,以前可以調整畫質，現在不行調整了，因為手機不是吃到飽，所以我都會調低一點的畫質收看，現在這樣我都不敢看...怕流量不夠...
洪惠燕,1,2018年11月21日,5,爛爆了，為了賺錢，而搞一些困擾大家廣告一堆，人家是想看劇，不是讓你們搞這，好嗎？ 網路慢廣告又多，是怎樣？
amy lee,5,2019年4月22日,1,很多片子都可以看免費的，雖然有廣告，但這是免費觀看影片，一定要有的。
林綠蔭,3,2019年1月20日,1,大概因為平版尺吋規格，下方調整時間的功能被海帶條擋住了，完全無法使用，每次只能重頭播放，請問有辦法調整嗎？
鄒鳳君,1,2018年10月30日,1,說好的準時更新，卻一再延期。儲了高級會員確只能跟一般會員一樣的等待，若app沒準備好就不該打廣告，有種被欺騙的感覺
peng lu,3,2019年7月6日,7,很棒，廣告可以有，但最近的廣告都是郭先生，可以換別的嗎？追個劇還要被強迫看這種廣告，真的是越看越反感耶！
林小橘,1,2019年10月12日,7,覺得很差的原因只有這點，看沒多久就出一次廣告，一直廣告廣告廣告到看得很反彈。一個廣告就要等30秒，看沒幾分鐘就又要等，改掉廣告這事情反而更好。
姚智翔,1,2020年1月3日,1,活動須以正常速度(1X)觀看，如因調整倍速或是拉選時間軸完成任務導致系統
Lilian Tsai,4,2020年1月9日,1,雖然沒有很多時間追劇，不過想看時，拿起手機馬上就可以追劇真好
annie w,1,2020年5月3日,0,安裝之後line就怪怪的，無緣無故被登出，line 對話紀錄全沒
Google 使用者,5,2019年2月12日,0,每隔一段時間都有休息時間，讓眼睛可以休息，但如果想繼續看，短短10秒鐘可以先略過，並不會礙到看的進度，超棒！
張雅婷,3,2019年12月2日,5,"影片的種類沒有分類VIP會員的影片鬼片很多,很多想看的影片都沒有.想停止續期扣款,完全找不到地方解除，程式說去取消訂閱，連訂閱資料都沒有怎麼取消？"
Junying Lin,3,2019年1月5日,0,原本的版本真的比現在好太多了.... 希望可以回到原本的版本 以前還可以挑畫質來看 現在完全不行 本來滑右邊可以調音量左邊是亮度 現在調音量還會突然拉到時間很麻煩 而且一按就暫停真的很不方便
Google 使用者,1,2018年12月1日,3,廣告跑完 影片又不跑不出來 點出去又要再跑一次廣告！就這樣一直無止境循環 我到底是來看廣告還是來看影片的？？？？？
沈金滿,2,2018年11月21日,2,爛死了，廣告一堆，以前的多方便，廣告也少，line已經很賺錢了，有需要這樣嗎！還是刪了吧！
sumi墨魚,5,2019年6月27日,7,雖然沒辦法手動調整畫質 但影片自身的畫質基本上有720p左右 很不錯 外加有許多蠻不錯的劇能免付費就看得到 真的很佛心！ 希望有戲劇許願池的功能 讓許願的片都能上架觀看~
mickael TENG,1,2019年9月3日,5,往上滑為什麽會卡住，很不舒服。 想移到比較後面幾集數，向上滑卻會彈回來幾次，真的很討厭，可以改掉嗎？
小貓,2,2019年9月6日,1,選擇少不說，無法理解為何我調螢幕亮度從最低調到最亮，影片的亮度都沒變化？有些場景黑漆漆的真的看不懂他們到底在幹嘛，只能用聽的
林莉莉,1,2019年12月10日,1,垃圾，廣告看了10幾遍就卡住，也不會倒數，是要看多少次廣告
容Stacy,1,2019年1月21日,0,更新後影片常卡住，少了鎖住螢幕的功能很容易看片中誤觸，觸控右邊螢幕調整音量常變成調整影片快轉，一整個非常難用，還是舊版比較好
David Chuang,1,2018年12月14日,0,舊版的好用多了，畫質也好，真後悔把舊版移除。再不改善，這版我也要移除了。用愛奇藝看影片就很夠了。
James Wang,2,2018年11月25日,0,"畫質不夠高而且不能調整. 廣告過多, 且每拉一下就廣告, 舊linetv一集分4段, 也才4廣告. 明亮度不能記住, 換集會變"
定少,1,2019年8月18日,8,從頭到尾都在廣告AD…… 進入沒多久就跳1個，觀看影片更不用說… 退出還來1個……[沒付費/有付費都給你賺…] 設定也爛！和沒設定1樣，應該說根本也沒設定能設！ 要不是要賺點數 還懶得裝這糞app~(ノ｀⊿´)ノ
林采潔,1,2019年11月23日,7,有一段時間沒開，今天打開時發現多了一堆收藏和紀錄，重點是根本不是我看的，也確定帳號只有我本人和只登錄我一台手機，所以那些紀錄是？
Cai Denggui登貴,5,2020年1月7日,0,不錯 很，很，好看，很實在，謝謝您們的
黃耀輝,1,2019年1月12日,30,一直卡住，點一下就廣告，點一下就廣告，煩！要收費就原本的版本升級更新就好了，為什麼還得刪舊裝新？合併choco是敗筆！不會使用了，掰掰…
amelia fish,1,2020年1月16日,1,廣告扣分。20200116補充，詐欺，任務登入看俗女養成記並沒有給點數。
Wade,1,2019年3月25日,7,新版的app廣告非常多，不能選畫質，而且通知欄顏色竟然不是白色，而是不會隨著程式背景變色的黑色。未免太落伍了吧！
劉媛,1,2019年4月14日,25,為什麼點開影片，都一直無法播出來，都一直轉不停，我以為是我手機問題，我重新開機了，也一樣，麻煩可以改善嗎？
吳承學,1,2019年6月16日,2,廣告可以接受，但是沒有HD真的是爛透了!!!!!!!!!! 廣告不能略過，時間不能往前拉
楊瑞竹,5,2019年7月17日,0,一一一一一一一一一一一一。k 一一一一广一一一一一一一-'一一一一一一一一一一-一一一--一一一一k一一一一-一一一一... 一一一一=
王豆豆,1,2019年9月5日,9,廣告的聲音總是很大聲，看到一半進廣告總會被嚇到抖一下，希望能改善這個問題，如有改善會給五星，因為其他部分都還不錯~
李信毅,1,2019年10月24日,16,模糊消費者消費方式斂財，長期自動扣款未實際提醒消費者 訂閱制是採自動續訂，在方案頁有標註自動續費說明，要取消訂閱則要在到期24小時前隨時進行取消喔！
黃皓然,1,2020年1月5日,1,更新後廣告無法自動skip，一定要手動按，什麼爛設定，改回來！
王俊逸,2,2020年1月2日,1,常常看到一半跳出廣告後就卡住了，為了拿line點數就必須再重頭再來，非常不方便
